Title,Date,Company
sales executive at center for strategy and management ltd,02/17/2023,center for strategy and management ltd
head digital economy at mastercard foundation,02/17/2023,mastercard foundation
market research lead data analytics at koko networks,02/17/2023,koko networks
f b waiters men at peaks hotel,02/17/2023,peaks hotel
cashier at peaks hotel,02/17/2023,peaks hotel
receptionist at peaks hotel,02/17/2023,peaks hotel
f b supervisor at peaks hotel,02/17/2023,peaks hotel
school administrative assistant at strathmore university,02/17/2023,strathmore university
project officer at ananda marga universal relief team amurt ,02/17/2023,ananda marga universal relief team amurt 
programme associate ssa6 garissa marsabit at world food programme wfp ,02/17/2023,world food programme wfp 
knowledge management officer re advertised at world food programme wfp ,02/17/2023,world food programme wfp 
finance associate at world food programme wfp ,02/17/2023,world food programme wfp 
graphic designer automotive at summit recruitment and search,02/17/2023,summit recruitment and search
legal and compliance officer at summit recruitment and search,02/17/2023,summit recruitment and search
hr administrator at summit recruitment and search,02/17/2023,summit recruitment and search
institutional and distribution head limuru at summit recruitment and search,02/17/2023,summit recruitment and search
finance director mombasa at summit recruitment and search,02/17/2023,summit recruitment and search
senior full stack software developer at finance in motion,02/17/2023,finance in motion
client delivery checker imo at standard chartered bank kenya,02/17/2023,standard chartered bank kenya
senior manager growth b2c consumer at ncba group,02/17/2023,ncba group
communication assistant at ncba group,02/17/2023,ncba group
head trade finance sales at ncba group,02/17/2023,ncba group
growth marketing manager at northwave credit ltd,02/17/2023,northwave credit ltd
real estate intern at stellar human resource solutions,02/17/2023,stellar human resource solutions
operations associate at ona,02/17/2023,ona
restaurant operations associate at ando,02/17/2023,ando
operations loading clerk at sheer logic,02/17/2023,sheer logic
reefer structural technician at sheer logic,02/17/2023,sheer logic
regional program manager at relief international ri ,02/17/2023,relief international ri 
project manager at diakonie katastrophenhilfe,02/17/2023,diakonie katastrophenhilfe
human resources administrator at fanisi hr solutions,02/17/2023,fanisi hr solutions
medical doctor at medecins sans frontieres msf ,02/17/2023,medecins sans frontieres msf 
store assistant at classic mouldings limited,02/17/2023,classic mouldings limited
infection prevention control clinical mentor at medecins sans frontieres msf ,02/17/2023,medecins sans frontieres msf 
events and marketing coordinator at kenya association of travel agents,02/17/2023,kenya association of travel agents
accounts assistant at loghan freight logistics limited,02/17/2023,loghan freight logistics limited
external communication and pr coordinator at fairtrade international,02/17/2023,fairtrade international
supplier support agent outbound at eldotec consultancy services ltd,02/17/2023,eldotec consultancy services ltd
corporate services manager p 4 at international fund for agricultural development,02/17/2023,international fund for agricultural development
senior accountant at hcs africa,02/17/2023,hcs africa
business development manager medical at hcs africa,02/17/2023,hcs africa
product development specialist international business at britam,02/17/2023,britam
corporate ict business partner at britam,02/17/2023,britam
cyber security specialist at britam,02/17/2023,britam
national sales manager at amazon fronts,02/17/2023,amazon fronts
submit cv s new recruitment at nakuru county government,02/17/2023,nakuru county government
member county executive audit committee 3 positions at nakuru county government,02/17/2023,nakuru county government
chair county executive audit committee at nakuru county government,02/17/2023,nakuru county government
naivasha municipal board members 3 positions at nakuru county government,02/17/2023,nakuru county government
gilgil municipal board members 3 positions at nakuru county government,02/17/2023,nakuru county government
molo municipal board members 3 positions at nakuru county government,02/17/2023,nakuru county government
nakuru city board members 3 positions at nakuru county government,02/17/2023,nakuru county government
pr marketing officer at automobile association of kenya,02/17/2023,automobile association of kenya
officer collections bcc at standard bank group,02/17/2023,officer collections bcc at standard bank group
